X,Y,nesting,num_operands,extra
(-68*x*y-70*x*y),-38*x*y,1,2,no
(+27*a*b*x*y+86*a*b*x*y),+13*a*b*x*y,1,2,no
(+53*a*x+2*a*x),+55*a*x,1,2,no
(-b*y+62*b*y),+61*b*y,1,2,no
(+9*y+53*y),+62*y,1,2,no
(+77*y-5*y),+72*y,1,2,no
(+22*a*b*x+33*a*b*x),+55*a*b*x,1,2,no
(+87*y+-95*y),-8*y,1,2,no
(-4*b*y+0*y*b),-4*b*y,1,2,no
(-52*a*b*x*y-69*a*b*x*y),-21*a*b*x*y,1,2,no
(-8*a*x*y-29*a*x*y),-37*a*x*y,1,2,no
(-4*x*y-10*x*y),-14*x*y,1,2,no
(-76*x-36*x),-12*x,1,2,no
(-43*y-7*y),-50*y,1,2,no
(+4*a*x*y-82*a*x*y),-78*a*x*y,1,2,no
(-52*y+94*y),+42*y,1,2,no
(-32*a*x*y+6*a*x*y),-26*a*x*y,1,2,no
(+60*x*y+94*x*y),+54*x*y,1,2,no
(+0*x*a*b+19*a*b*x),+19*a*b*x,1,2,no
(+38*x*y-28*x*y),+10*x*y,1,2,no
(+4*b*x+86*b*x),+90*b*x,1,2,no
(+10*a*b*x+39*a*b*x),+49*a*b*x,1,2,no
(+60*a*b*x+63*a*b*x),+23*a*b*x,1,2,no
(-63*a*b*x*y-72*a*b*x*y),-35*a*b*x*y,1,2,no
(-7*b*x-67*b*x),-74*b*x,1,2,no
(+25*a*b*x*y+54*a*b*x*y),+79*a*b*x*y,1,2,no
(-56*y-42*y),-98*y,1,2,no
(-49*b*x-10*b*x),-59*b*x,1,2,no
(+90*b*y+17*b*y),+7*b*y,1,2,no
(-21*a*b*x*y-16*a*b*x*y),-37*a*b*x*y,1,2,no
-59*a*b*x*y,$,1,1,no
(-19*a*b*x*y+39*a*b*x*y),+20*a*b*x*y,1,2,no
(-94*x*y-34*x*y),-28*x*y,1,2,no
+62*b*x*y,$,1,1,no
(+20*y-51*y),-31*y,1,2,no
(-29*x+39*x),+10*x,1,2,no
(-96*y-72*y),-68*y,1,2,no
+32*b*x,$,1,1,no
(-16*a*b*y-37*a*b*y),-53*a*b*y,1,2,no
(+98*y++34*y),+32*y,1,2,no
+72*a*b*y,$,1,1,no
(-6*b*x+-85*b*x),-91*b*x,1,2,no
(-8*a*y-87*a*y),-95*a*y,1,2,no
(-10*x*y+67*x*y),+57*x*y,1,2,no
(-38*a*b*x*y-35*a*b*x*y),-73*a*b*x*y,1,2,no
(-58*a*x*y+45*a*x*y),-13*a*x*y,1,2,no
(+29*b*x*y+81*b*x*y),+10*b*x*y,1,2,no
(-25*x*y-57*x*y),-82*x*y,1,2,no
(-62*a*b*x*y+-11*a*b*x*y),-73*a*b*x*y,1,2,no
(-54*a*b*x*y-26*a*b*x*y),-80*a*b*x*y,1,2,no
(+21*x+-85*x),-64*x,1,2,no
(+74*y+76*y),+50*y,1,2,no
(-13*y-16*y),-29*y,1,2,no
(+57*a*x-5*a*x),+52*a*x,1,2,no
(+62*x*y-70*x*y),-8*x*y,1,2,no
(+21*a*b*x*y+17*a*b*x*y),+38*a*b*x*y,1,2,no
(+40*a*b*y-26*a*b*y),+14*a*b*y,1,2,no
+28*x,$,1,1,no
(+39*y-37*y),+2*y,1,2,no
(+20*y-31*y),-11*y,1,2,no
(+31*b*x*y++9*b*x*y),+40*b*x*y,1,2,no
(+60*x*y+-52*x*y),+8*x*y,1,2,no
(-33*x*y-85*x*y),-18*x*y,1,2,no
+-71*a*b*x,$,1,1,no
(+10*a*x+40*a*x),+50*a*x,1,2,no
(-92*a*b*x+-25*a*b*x),-17*a*b*x,1,2,no
(+69*y+65*y),+34*y,1,2,no
(+37*a*x+-27*a*x),+10*a*x,1,2,no
(-55*a*b*y+59*a*b*y),+4*a*b*y,1,2,no
+-57*a*b*x*y,$,1,1,no
(-38*a*b*x*y+-35*a*b*x*y),-73*a*b*x*y,1,2,no
(-88*a*y++5*a*y),-83*a*y,1,2,no
(-64*b*y-35*b*y),-99*b*y,1,2,no
(+37*a*b*x*y++23*a*b*x*y),+60*a*b*x*y,1,2,no
+31*x*y,$,1,1,no
(-29*a*b*y+-20*a*b*y),-49*a*b*y,1,2,no
(-31*a*x*y-46*a*x*y),-77*a*x*y,1,2,no
29*a*b*y,$,1,1,no
(-4*a*b*y+56*a*b*y),+52*a*b*y,1,2,no
(+20*x*y+-15*x*y),+5*x*y,1,2,no
(+16*b*y+40*b*y),+56*b*y,1,2,no
(-80*a*x*y-18*a*x*y),-98*a*x*y,1,2,no
-37*a*b*x*y,$,1,1,no
(+45*x*y-17*x*y),+28*x*y,1,2,no
(-95*y-86*y),-81*y,1,2,no
+-98*a*y,$,1,1,no
(-13*x*y++26*x*y),+13*x*y,1,2,no
(+72*x*y+12*x*y),+84*x*y,1,2,no
13*b*x,$,1,1,no
(-93*a*y-51*a*y),-44*a*y,1,2,no
-82*b*y,$,1,1,no
-13*a*b*y,$,1,1,no
(-52*b*x*y-5*b*x*y),-57*b*x*y,1,2,no
(-21*x*y++18*x*y),-3*x*y,1,2,no
(+9*b*x*y+45*b*x*y),+54*b*x*y,1,2,no
(-62*y-29*y),-91*y,1,2,no
(-47*a*b*x*y-56*a*b*x*y),-3*a*b*x*y,1,2,no
(+0*x*y*a*b-58*a*b*x*y),-58*a*b*x*y,1,2,no
(-94*x*y-47*x*y),-41*x*y,1,2,no
(+47*b*x*y+29*b*x*y),+76*b*x*y,1,2,no
(-4*a*b*x*y-60*a*b*x*y),-64*a*b*x*y,1,2,no
(+39*a*b*y+68*a*b*y),+7*a*b*y,1,2,no
(-5*a*b*x+23*a*b*x),+18*a*b*x,1,2,no
(-92*a*b*x-4*a*b*x),-96*a*b*x,1,2,no
(+89*a*b*y+41*a*b*y),+30*a*b*y,1,2,no
+-55*b*y,$,1,1,no
(-92*x++46*x),-46*x,1,2,no
(-83*b*x-79*b*x),-62*b*x,1,2,no
(-5*x*y++93*x*y),+88*x*y,1,2,no
(+71*y-81*y),-10*y,1,2,no
(-47*x*y++98*x*y),+51*x*y,1,2,no
(+53*x*y++68*x*y),+21*x*y,1,2,no
(+83*a*x+57*a*x),+40*a*x,1,2,no
(+60*x-67*x),-7*x,1,2,no
(+79*x*y++87*x*y),+66*x*y,1,2,no
(-78*a*b*x*y-72*a*b*x*y),-50*a*b*x*y,1,2,no
+78*a*b*x*y,$,1,1,no
(-68*b*x*y+12*b*x*y),-56*b*x*y,1,2,no
(+24*x+43*x),+67*x,1,2,no
(-62*a*b*x-7*a*b*x),-69*a*b*x,1,2,no
(-62*x*y++66*x*y),+4*x*y,1,2,no
6*a*b*y,$,1,1,no
+80*a*y,$,1,1,no
(+14*a*b*x*y-3*a*b*x*y),+11*a*b*x*y,1,2,no
(-19*x*y-99*x*y),-18*x*y,1,2,no
(-70*a*b*x-20*a*b*x),-90*a*b*x,1,2,no
(-86*b*x*y+44*b*x*y),-42*b*x*y,1,2,no
-98*y,$,1,1,no
(-37*a*b*x-86*a*b*x),-23*a*b*x,1,2,no
35*a*b*x,$,1,1,no
(+36*b*x*y+63*b*x*y),+99*b*x*y,1,2,no
(-74*x*y+86*x*y),+12*x*y,1,2,no
+-10*a*x*y,$,1,1,no
(-54*a*x*y-54*a*x*y),-8*a*x*y,1,2,no
(-70*a*b*x-22*a*b*x),-92*a*b*x,1,2,no
(-9*x+44*x),+35*x,1,2,no
(+56*b*x-25*b*x),+31*b*x,1,2,no
(-80*x*y+-17*x*y),-97*x*y,1,2,no
(+78*x*y+38*x*y),+16*x*y,1,2,no
(-72*a*y-55*a*y),-27*a*y,1,2,no
(-80*a*b*x-5*a*b*x),-85*a*b*x,1,2,no
(-96*x*y+48*x*y),-48*x*y,1,2,no
26*b*y,$,1,1,no
(-78*a*b*y-39*a*b*y),-17*a*b*y,1,2,no
(+49*a*b*x*y+54*a*b*x*y),+3*a*b*x*y,1,2,no
(+83*a*x*y++47*a*x*y),+30*a*x*y,1,2,no
13*a*y,$,1,1,no
+30*a*b*x,$,1,1,no
2*b*y,$,1,1,no
+30*b*x*y,$,1,1,no
(-8*b*x*y+39*b*x*y),+31*b*x*y,1,2,no
(+94*x+55*x),+49*x,1,2,no
(-48*a*x*y-70*a*x*y),-18*a*x*y,1,2,no
(-40*x+-75*x),-15*x,1,2,no
-81*x*y,$,1,1,no
(-7*a*b*y+85*a*b*y),+78*a*b*y,1,2,no
(+19*a*x*y-32*a*x*y),-13*a*x*y,1,2,no
(-76*y-55*y),-31*y,1,2,no
(+12*x+-72*x),-60*x,1,2,no
(-77*x*y-57*x*y),-34*x*y,1,2,no
(-18*a*b*x*y-84*a*b*x*y),-2*a*b*x*y,1,2,no
-94*a*b*x*y,$,1,1,no
(-70*b*x-33*b*x),-3*b*x,1,2,no
(-40*x*y+11*x*y),-29*x*y,1,2,no
(+0*x*y*a*b-32*a*b*x*y),-32*a*b*x*y,1,2,no
78*a*b*x,$,1,1,no
(+2*a*b*x*y+51*a*b*x*y),+53*a*b*x*y,1,2,no
(-5*x*y++18*x*y),+13*x*y,1,2,no
(+61*a*x*y+49*a*x*y),+10*a*x*y,1,2,no
(-35*b*x+68*b*x),+33*b*x,1,2,no
+-36*a*x*y,$,1,1,no
(-80*b*x*y-73*b*x*y),-53*b*x*y,1,2,no
(-87*a*y-31*a*y),-18*a*y,1,2,no
(+93*x+64*x),+57*x,1,2,no
(-97*x-x),-98*x,1,2,no
(+84*a*b*x*y+31*a*b*x*y),+15*a*b*x*y,1,2,no
(+54*x*y-95*x*y),-41*x*y,1,2,no
(-56*a*b*x*y+90*a*b*x*y),+34*a*b*x*y,1,2,no
-24*a*x,$,1,1,no
(-21*a*b*x*y+-97*a*b*x*y),-18*a*b*x*y,1,2,no
(-55*b*y-27*b*y),-82*b*y,1,2,no
(+44*a*b*x++99*a*b*x),+43*a*b*x,1,2,no
(+60*a*b*y-91*a*b*y),-31*a*b*y,1,2,no
(-18*x-93*x),-11*x,1,2,no
(-19*x+57*x),+38*x,1,2,no
(-88*y+33*y),-55*y,1,2,no
(+28*a*b*x*y+-20*a*b*x*y),+8*a*b*x*y,1,2,no
(+73*x-19*x),+54*x,1,2,no
56*a*x*y,$,1,1,no
(-23*x*y-78*x*y),-x*y,1,2,no
(-16*x*y+-95*x*y),-11*x*y,1,2,no
(+77*x*y+5*x*y),+82*x*y,1,2,no
(+39*x*y-57*x*y),-18*x*y,1,2,no
(-68*a*b*x*y-39*a*b*x*y),-7*a*b*x*y,1,2,no
(+35*x+-90*x),-55*x,1,2,no
(-87*b*x*y+92*b*x*y),+5*b*x*y,1,2,no
(+60*b*x*y+51*b*x*y),+11*b*x*y,1,2,no
(-5*a*y+35*a*y),+30*a*y,1,2,no
(-20*a*b*x*y-73*a*b*x*y),-93*a*b*x*y,1,2,no
(-92*a*b*y-40*a*b*y),-32*a*b*y,1,2,no
+92*x*y,$,1,1,no
(-88*x-56*x),-44*x,1,2,no
(+71*a*x++0*x*a),+71*a*x,1,2,no
(-30*a*b*y-80*a*b*y),-10*a*b*y,1,2,no
(-32*x*y+77*x*y),+45*x*y,1,2,no
25*a*b*x,$,1,1,no
(+67*a*x*y-9*a*x*y),+58*a*x*y,1,2,no
(+2*a*b*x*y+30*a*b*x*y),+32*a*b*x*y,1,2,no
(+21*x-78*x),-57*x,1,2,no
(+37*x*y-46*x*y),-9*x*y,1,2,no
(+79*y+-4*y),+75*y,1,2,no
(+63*a*b*y-31*a*b*y),+32*a*b*y,1,2,no
(-5*a*b*x*y+-43*a*b*x*y),-48*a*b*x*y,1,2,no
(-61*a*b*x*y-5*a*b*x*y),-66*a*b*x*y,1,2,no
(-90*x*y+43*x*y),-47*x*y,1,2,no
(-95*x*y-x*y),-96*x*y,1,2,no
(+b*y+-27*b*y),-26*b*y,1,2,no
(+60*x*y-81*x*y),-21*x*y,1,2,no
(-52*y+88*y),+36*y,1,2,no
(+32*a*b*x+33*a*b*x),+65*a*b*x,1,2,no
+-6*b*x*y,$,1,1,no
(+39*x*y+39*x*y),+78*x*y,1,2,no
+78*a*x*y,$,1,1,no
(-34*a*b*x*y-81*a*b*x*y),-15*a*b*x*y,1,2,no
(+8*x*y-28*x*y),-20*x*y,1,2,no
(+4*a*x*y+18*a*x*y),+22*a*x*y,1,2,no
(+54*x+40*x),+94*x,1,2,no
72*b*x*y,$,1,1,no
(+79*a*b*x*y-30*a*b*x*y),+49*a*b*x*y,1,2,no
(+13*b*x*y-19*b*x*y),-6*b*x*y,1,2,no
(-54*a*b*x*y-36*a*b*x*y),-90*a*b*x*y,1,2,no
(-20*a*b*x*y-32*a*b*x*y),-52*a*b*x*y,1,2,no
(+92*x+-5*x),+87*x,1,2,no
(-16*a*x*y+87*a*x*y),+71*a*x*y,1,2,no
(+5*y-51*y),-46*y,1,2,no
(+72*a*b*x++53*a*b*x),+25*a*b*x,1,2,no
(-4*a*b*x+-42*a*b*x),-46*a*b*x,1,2,no
(+15*x+72*x),+87*x,1,2,no
(-30*a*y-31*a*y),-61*a*y,1,2,no
(+81*x*y+67*x*y),+48*x*y,1,2,no
(-18*a*b*x*y++8*a*b*x*y),-10*a*b*x*y,1,2,no
(+42*y+92*y),+34*y,1,2,no
(+51*a*y+26*a*y),+77*a*y,1,2,no
(+56*x+-24*x),+32*x,1,2,no
(+91*a*b*x*y+54*a*b*x*y),+45*a*b*x*y,1,2,no
(+38*y+25*y),+63*y,1,2,no
(-70*x*y-74*x*y),-44*x*y,1,2,no
16*b*x*y,$,1,1,no
(-98*a*b*x-41*a*b*x),-39*a*b*x,1,2,no
(+4*x*y-58*x*y),-54*x*y,1,2,no
(-24*x*y-13*x*y),-37*x*y,1,2,no
(+37*x*y+98*x*y),+35*x*y,1,2,no
(+9*a*y+86*a*y),+95*a*y,1,2,no
(+23*x*y+33*x*y),+56*x*y,1,2,no
(-75*a*b*x*y-86*a*b*x*y),-61*a*b*x*y,1,2,no
34*a*b*x,$,1,1,no
(-59*a*b*x*y++24*a*b*x*y),-35*a*b*x*y,1,2,no
(+18*x*y+22*x*y),+40*x*y,1,2,no
(-68*a*b*x-7*a*b*x),-75*a*b*x,1,2,no
(-50*b*x-5*b*x),-55*b*x,1,2,no
(-85*x-34*x),-19*x,1,2,no
+91*b*x*y,$,1,1,no
(-60*b*x+61*b*x),+b*x,1,2,no
(+48*a*x*y++29*a*x*y),+77*a*x*y,1,2,no
(-85*a*b*x+34*a*b*x),-51*a*b*x,1,2,no
(+9*y-19*y),-10*y,1,2,no
(-77*a*x-39*a*x),-16*a*x,1,2,no
(-41*x*y+-77*x*y),-18*x*y,1,2,no
(+31*a*x*y++4*a*x*y),+35*a*x*y,1,2,no
(+25*a*y+95*a*y),+20*a*y,1,2,no
(-81*x-63*x),-44*x,1,2,no
(+97*y-84*y),+13*y,1,2,no
41*a*b*x*y,$,1,1,no
(+66*b*x+91*b*x),+57*b*x,1,2,no
(-21*a*b*y-24*a*b*y),-45*a*b*y,1,2,no
(-22*b*x*y-95*b*x*y),-17*b*x*y,1,2,no
(+5*b*x*y+25*b*x*y),+30*b*x*y,1,2,no
(-13*x*y+91*x*y),+78*x*y,1,2,no
(+12*a*y-83*a*y),-71*a*y,1,2,no
(-63*x*y-67*x*y),-30*x*y,1,2,no
(+75*y-11*y),+64*y,1,2,no
(+49*a*x*y+-58*a*x*y),-9*a*x*y,1,2,no
-29*x,$,1,1,no
(+21*b*x-25*b*x),-4*b*x,1,2,no
(-95*b*x*y+-9*b*x*y),-4*b*x*y,1,2,no
(+23*x*y+59*x*y),+82*x*y,1,2,no
(+78*b*x*y+67*b*x*y),+45*b*x*y,1,2,no
(+10*y++83*y),+93*y,1,2,no
(-47*a*b*y-2*a*b*y),-49*a*b*y,1,2,no
-73*a*b*x,$,1,1,no
(-40*x*y+44*x*y),+4*x*y,1,2,no
+88*a*x,$,1,1,no
(+47*b*x+97*b*x),+44*b*x,1,2,no
(-50*y-14*y),-64*y,1,2,no
(+27*a*y+21*a*y),+48*a*y,1,2,no
(-24*a*x+20*a*x),-4*a*x,1,2,no
(+60*a*x*y++27*a*x*y),+87*a*x*y,1,2,no
+48*a*b*x,$,1,1,no
(-74*a*x-64*a*x),-38*a*x,1,2,no
(-90*x*y+73*x*y),-17*x*y,1,2,no
(-25*b*x+76*b*x),+51*b*x,1,2,no
(+32*b*y+27*b*y),+59*b*y,1,2,no
(-41*y-35*y),-76*y,1,2,no
(+55*a*x+68*a*x),+23*a*x,1,2,no
(-39*x*y-12*x*y),-51*x*y,1,2,no
(-16*x*y+-x*y),-17*x*y,1,2,no
(-80*y-60*y),-40*y,1,2,no
(+9*b*x*y-32*b*x*y),-23*b*x*y,1,2,no
(+80*a*x*y+23*a*x*y),+3*a*x*y,1,2,no
(+25*b*y-14*b*y),+11*b*y,1,2,no
(+73*b*x-75*b*x),-2*b*x,1,2,no
+-84*a*x*y,$,1,1,no
(-69*b*y-35*b*y),-4*b*y,1,2,no
(+6*b*x*y+10*b*x*y),+16*b*x*y,1,2,no
(-40*y++77*y),+37*y,1,2,no
(+55*x*y++67*x*y),+22*x*y,1,2,no
(+73*y-87*y),-14*y,1,2,no
(-41*x*y+56*x*y),+15*x*y,1,2,no
(+21*a*b*x*y+33*a*b*x*y),+54*a*b*x*y,1,2,no
+43*y,$,1,1,no
(+82*y-67*y),+15*y,1,2,no
-39*a*b*x*y,$,1,1,no
-52*a*x,$,1,1,no
(-24*x+24*x),+0*x,1,2,no
(-2*x*y+53*x*y),+51*x*y,1,2,no
(-29*a*x-69*a*x),-98*a*x,1,2,no
(-2*x++24*x),+22*x,1,2,no
(-64*a*b*x*y+35*a*b*x*y),-29*a*b*x*y,1,2,no
(-30*a*b*x+33*a*b*x),+3*a*b*x,1,2,no
(-13*y-99*y),-12*y,1,2,no
(-96*a*b*x*y-34*a*b*x*y),-30*a*b*x*y,1,2,no
(-70*b*x*y+20*b*x*y),-50*b*x*y,1,2,no
+87*a*x,$,1,1,no
(-43*a*y-76*a*y),-19*a*y,1,2,no
(-76*a*b*x*y-9*a*b*x*y),-85*a*b*x*y,1,2,no
(+64*a*b*x*y+82*a*b*x*y),+46*a*b*x*y,1,2,no
(-82*b*y++7*b*y),-75*b*y,1,2,no
+56*a*x,$,1,1,no
(-37*a*b*y-77*a*b*y),-14*a*b*y,1,2,no
(-51*a*y+-63*a*y),-14*a*y,1,2,no
+3*a*x*y,$,1,1,no
95*a*y,$,1,1,no
(-31*x*y-93*x*y),-24*x*y,1,2,no
(-8*a*b*x*y+13*a*b*x*y),+5*a*b*x*y,1,2,no
(-40*a*b*x*y-46*a*b*x*y),-86*a*b*x*y,1,2,no
(-46*b*x*y-73*b*x*y),-19*b*x*y,1,2,no
(+47*b*x*y+0*x*y*b),+47*b*x*y,1,2,no
(+86*x*y-76*x*y),+10*x*y,1,2,no
(-37*x*y+47*x*y),+10*x*y,1,2,no
(+70*x*y++13*x*y),+83*x*y,1,2,no
(-5*a*b*y-57*a*b*y),-62*a*b*y,1,2,no
(+20*b*x+28*b*x),+48*b*x,1,2,no
+-4*a*y,$,1,1,no
(+78*a*x*y++13*a*x*y),+91*a*x*y,1,2,no
(-44*a*b*x+-59*a*b*x),-3*a*b*x,1,2,no
+69*b*y,$,1,1,no
(-80*x*y+73*x*y),-7*x*y,1,2,no
72*a*x*y,$,1,1,no
10*b*y,$,1,1,no
(-49*a*b*x*y+28*a*b*x*y),-21*a*b*x*y,1,2,no
(+87*a*x+10*a*x),+97*a*x,1,2,no
(-58*x*y+75*x*y),+17*x*y,1,2,no
(-7*a*b*y+36*a*b*y),+29*a*b*y,1,2,no
(+57*a*b*x*y+82*a*b*x*y),+39*a*b*x*y,1,2,no
(+67*b*x*y-47*b*x*y),+20*b*x*y,1,2,no
(-10*b*y-58*b*y),-68*b*y,1,2,no
(+50*x*y-21*x*y),+29*x*y,1,2,no
+65*b*x,$,1,1,no
(-26*a*y+60*a*y),+34*a*y,1,2,no
(-37*a*y-90*a*y),-27*a*y,1,2,no
(-71*a*b*x*y-7*a*b*x*y),-78*a*b*x*y,1,2,no
(+18*a*b*x+58*a*b*x),+76*a*b*x,1,2,no
(-5*a*b*x*y+48*a*b*x*y),+43*a*b*x*y,1,2,no
(+16*b*x*y-62*b*x*y),-46*b*x*y,1,2,no
(-46*x*y+87*x*y),+41*x*y,1,2,no
+-24*a*b*x,$,1,1,no
(+80*x*y+24*x*y),+4*x*y,1,2,no
+-90*b*y,$,1,1,no
(-18*b*x*y+31*b*x*y),+13*b*x*y,1,2,no
(+64*a*b*x*y+84*a*b*x*y),+48*a*b*x*y,1,2,no
(-21*x-73*x),-94*x,1,2,no
(+76*x+48*x),+24*x,1,2,no
(+28*x+67*x),+95*x,1,2,no
+55*a*b*x*y,$,1,1,no
(-21*a*b*x*y-88*a*b*x*y),-9*a*b*x*y,1,2,no
(-92*a*b*x*y-19*a*b*x*y),-11*a*b*x*y,1,2,no
(-68*a*b*x*y-95*a*b*x*y),-63*a*b*x*y,1,2,no
(+19*b*x*y+-70*b*x*y),-51*b*x*y,1,2,no
(-38*y-18*y),-56*y,1,2,no
(+3*y-16*y),-13*y,1,2,no
(+44*a*b*y+0*y*a*b),+44*a*b*y,1,2,no
(+28*a*x*y+-64*a*x*y),-36*a*x*y,1,2,no
(-61*y-31*y),-92*y,1,2,no
(+26*a*x+47*a*x),+73*a*x,1,2,no
(-20*a*b*x-35*a*b*x),-55*a*b*x,1,2,no
(-8*y+92*y),+84*y,1,2,no
(-35*a*b*x*y-36*a*b*x*y),-71*a*b*x*y,1,2,no
(+4*x*y++37*x*y),+41*x*y,1,2,no
(+92*a*x+30*a*x),+22*a*x,1,2,no
(+53*a*x*y++60*a*x*y),+13*a*x*y,1,2,no
(+86*a*y+27*a*y),+13*a*y,1,2,no
(+72*a*b*x-9*a*b*x),+63*a*b*x,1,2,no
(+27*x++51*x),+78*x,1,2,no
(+3*x-11*x),-8*x,1,2,no
(+7*x*y+25*x*y),+32*x*y,1,2,no
(+55*a*x*y+49*a*x*y),+4*a*x*y,1,2,no
(+11*a*b*x*y+-24*a*b*x*y),-13*a*b*x*y,1,2,no
(-33*a*x*y-19*a*x*y),-52*a*x*y,1,2,no
+-75*a*x,$,1,1,no
80*b*x,$,1,1,no
(+56*y+-99*y),-43*y,1,2,no
(+23*a*b*x*y+3*a*b*x*y),+26*a*b*x*y,1,2,no
(+17*a*b*x+-58*a*b*x),-41*a*b*x,1,2,no
(+83*a*b*x-28*a*b*x),+55*a*b*x,1,2,no
(-94*x-40*x),-34*x,1,2,no
(-93*y+52*y),-41*y,1,2,no
(-80*a*b*x-45*a*b*x),-25*a*b*x,1,2,no
(-25*a*x*y-7*a*x*y),-32*a*x*y,1,2,no
(+51*b*y-23*b*y),+28*b*y,1,2,no
(+11*a*b*x*y+40*a*b*x*y),+51*a*b*x*y,1,2,no
(-23*a*y++34*a*y),+11*a*y,1,2,no
(+11*a*b*x*y-35*a*b*x*y),-24*a*b*x*y,1,2,no
+26*y,$,1,1,no
(-6*a*b*x*y-81*a*b*x*y),-87*a*b*x*y,1,2,no
(-31*a*x*y+53*a*x*y),+22*a*x*y,1,2,no
(-35*x*y+20*x*y),-15*x*y,1,2,no
(+56*x*y+87*x*y),+43*x*y,1,2,no
(+24*a*x++80*a*x),+4*a*x,1,2,no
(-95*y+0*y),-95*y,1,2,no
+73*a*x*y,$,1,1,no
(+41*x*y+26*x*y),+67*x*y,1,2,no
+-16*b*x*y,$,1,1,no
(-62*a*b*y-69*a*b*y),-31*a*b*y,1,2,no
(+61*a*x*y++34*a*x*y),+95*a*x*y,1,2,no
(+35*x*y+92*x*y),+27*x*y,1,2,no
(-92*a*b*x*y++38*a*b*x*y),-54*a*b*x*y,1,2,no
(+13*b*x*y-49*b*x*y),-36*b*x*y,1,2,no
(+64*a*b*x+11*a*b*x),+75*a*b*x,1,2,no
(-33*b*x*y-63*b*x*y),-96*b*x*y,1,2,no
(+5*x*y+57*x*y),+62*x*y,1,2,no
(+19*x+54*x),+73*x,1,2,no
(-a*b*x*y-50*a*b*x*y),-51*a*b*x*y,1,2,no
-48*b*y,$,1,1,no
(+81*a*b*x+40*a*b*x),+21*a*b*x,1,2,no
(-14*b*x*y+-5*b*x*y),-19*b*x*y,1,2,no
(-2*b*x*y+-85*b*x*y),-87*b*x*y,1,2,no
(-93*a*b*x-25*a*b*x),-18*a*b*x,1,2,no
(-76*a*b*x*y+-94*a*b*x*y),-70*a*b*x*y,1,2,no
(-48*a*b*x*y-26*a*b*x*y),-74*a*b*x*y,1,2,no
(-40*a*b*x*y+86*a*b*x*y),+46*a*b*x*y,1,2,no
(-4*a*x*y-46*a*x*y),-50*a*x*y,1,2,no
(+5*a*y+-21*a*y),-16*a*y,1,2,no
(+24*a*x*y-53*a*x*y),-29*a*x*y,1,2,no
(-42*x+32*x),-10*x,1,2,no
(+42*a*b*x*y+46*a*b*x*y),+88*a*b*x*y,1,2,no
(+21*y+59*y),+80*y,1,2,no
(+8*a*b*x*y-55*a*b*x*y),-47*a*b*x*y,1,2,no
-79*a*b*y,$,1,1,no
(+93*x*y-57*x*y),+36*x*y,1,2,no
(+71*a*b*x+62*a*b*x),+33*a*b*x,1,2,no
(-16*x-12*x),-28*x,1,2,no
(+15*a*b*y+80*a*b*y),+95*a*b*y,1,2,no
(-74*x*y-47*x*y),-21*x*y,1,2,no
(-70*x*y-53*x*y),-23*x*y,1,2,no
(-72*a*y+14*a*y),-58*a*y,1,2,no
(+53*x*y+50*x*y),+3*x*y,1,2,no
(-41*x+12*x),-29*x,1,2,no
(+24*a*b*y+47*a*b*y),+71*a*b*y,1,2,no
(-68*a*y+4*a*y),-64*a*y,1,2,no
(-28*a*b*x*y-89*a*b*x*y),-17*a*b*x*y,1,2,no
(-y-41*y),-42*y,1,2,no
(-32*a*b*x*y+8*a*b*x*y),-24*a*b*x*y,1,2,no
(+11*x*y++40*x*y),+51*x*y,1,2,no
(+46*a*b*x+39*a*b*x),+85*a*b*x,1,2,no
(-10*x-41*x),-51*x,1,2,no
(-3*x*y+86*x*y),+83*x*y,1,2,no
(-34*y-68*y),-2*y,1,2,no
(+45*a*b*x*y-72*a*b*x*y),-27*a*b*x*y,1,2,no
+-30*a*x*y,$,1,1,no
(+73*x*y-30*x*y),+43*x*y,1,2,no
-65*b*y,$,1,1,no
(+71*b*x++11*b*x),+82*b*x,1,2,no
-79*a*x*y,$,1,1,no
(-83*x*y+28*x*y),-55*x*y,1,2,no
(-85*a*b*y-11*a*b*y),-96*a*b*y,1,2,no
(+7*x-80*x),-73*x,1,2,no
(+30*x*y+3*x*y),+33*x*y,1,2,no
(+27*b*x*y+86*b*x*y),+13*b*x*y,1,2,no
(-94*x*y++65*x*y),-29*x*y,1,2,no
+-58*a*b*x,$,1,1,no
(+7*a*b*x+45*a*b*x),+52*a*b*x,1,2,no
(-72*x+75*x),+3*x,1,2,no
(-33*x*y+67*x*y),+34*x*y,1,2,no
(+2*a*b*x*y-30*a*b*x*y),-28*a*b*x*y,1,2,no
(-46*a*b*y-26*a*b*y),-72*a*b*y,1,2,no
(+50*y-19*y),+31*y,1,2,no
(+45*a*b*y+12*a*b*y),+57*a*b*y,1,2,no
(-88*x-55*x),-43*x,1,2,no
(-60*a*b*y-42*a*b*y),-2*a*b*y,1,2,no
(+74*b*x-3*b*x),+71*b*x,1,2,no
(+79*b*y+10*b*y),+89*b*y,1,2,no
(-10*a*b*y+54*a*b*y),+44*a*b*y,1,2,no
(-39*x*y+35*x*y),-4*x*y,1,2,no
(+49*y-99*y),-50*y,1,2,no
(+17*b*x*y+81*b*x*y),+98*b*x*y,1,2,no
(-20*a*x*y-22*a*x*y),-42*a*x*y,1,2,no
+29*a*b*x,$,1,1,no
